集会时间,集会名称,集会口号,集会描述,来源,事件时间,详情描述,激烈程度,事件来源,prefecture_name,district,地址,longitude,latitude,人数,角色
2019-11-07 15:30:00,2019.12.27,,,http://www.orangenews.hk/news/system/2019/11/07/010131042.shtml http://m.stnn.cc/pcarticle/686989 https://gbcode.rthk.hk/TuniS/news.rthk.hk/rthk/ch/component/k2/1490633-20191107.htm,2019-12-27 16:34:39,多个建制派政党发起在下午3时半静默游行，包括多名香港立法会议员及香港区议会候选人，手持“谴责暴力、还我公平选举”横幅，由政府总部东翼前地游行至选管会，声称有180人参加，部分人士在衣服上绑上绿色丝带，及穿着印有候选人名字的背心，沿途未有出现混乱，有选管会代表到场接信。,,,香港岛,中西区,由金_政府_部_行至_仔海港中心_管_位置,114.13081,22.496603,180,政府官员
2019-11-14 14:00:20,2019.12.27,,,https://www.thinkhk.com/article/2019-11/14/37639.html,2019-12-27 16:34:39,在上水大_堂附近，中午_候有一群戴帽及口罩男子持棍__一名黑衣人。__上片段可_，一群男子_黑衣人拳打_踢，黑衣人瑟___，_手_着_部。另一段_上片段_示，一名白衣_疑_走一名身穿黑衣的年_女子，事後上水大_堂附近有大量市民聚集。,2,,新界,北区,香港特别行政区北区新都广场,114.114605,22.393748,0,示威暴动者
2019-11-01 11:31:53,2019.12.27,,,【逃犯_例】市民於中_、_塘快_集_、_行「追究警暴」｜香港01｜社_新_,2019-12-27 16:34:39,分_於中_遮打花_，以及_塘__街____起快_集_和_行,1,,香港岛,湾仔区,中环以及观塘,114.040612,22.443386,600,市民
2019-11-20 16:02:05,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1120/377002.html,2019-12-27 16:34:39,香港市民__「_港之_」今日（20日）到特首_外__，其_有市民高_五星旗_高叫「庸官不作_，香港岌岌危」、「__止暴制_，切勿_容暴_」等口_，促_政府加__法，各部___配合，_速止暴。,1,,香港岛,中西区,香港特别行政区中西区添美道2号香港特别行政区政府总部,113.979707,22.39125,0,市民
2019-11-13 14:35:29,2019.12.27,,,http://www.takungpao.com.hk/hongkong/video/2019/1114/374139.html,2019-12-27 16:34:39,香港上水一名70_男子，昨日（13日）中午被暴徒投______部，目前在威_斯_王_院留_，已被_____死亡。 有一批黑衣人昨日中午在上水聚集，其_疑因政____另一批男女互相指_，_而有暴徒___及_竹枝。____清晰_示，28秒_老伯被暴徒扔的__砸中，登_倒地失去知_，有人_他抬___，_召救__送院。_了解，_者姓_，任_清_工，事__疑正清理路面__。,5,,新界,北区,香港特别行政区北区龙运街2号新都广场,114.11884,22.368505,0,示威暴动者
2019-12-11 15:06:00,2019.12.27,,,https://orientaldaily.on.cc/cnt/news/20191211/00176_013.html,2019-12-27 16:34:39,发现有四个花槽被涂鸦，用黄色油漆喷涂“坚持”“守护”,2,,香港岛,中西区,中环昃臣道近停车场旁,114.165619,22.277395,0,示威暴动者
2019-12-20 07:50:00,2019.12.27,,,https://orientaldaily.on.cc/cnt/news/20191221/00176_033.html,2019-12-27 16:34:39,昨晨七时五十分左右，约四十名黑衣人在篮球场聚集，大部分人戴口罩蒙面，有人手持「光复香港，时代革命」旗帜。据了解，该批黑衣人在校内聚集，期间无干犯非法行为，亦无人报案。警方得悉事件，但无派员到场。该校学生早前发起活动，呼吁学生于昨晨上课前，到和乐_对出空地集合参加「黑色圣诞游行」，其后到校内耶稣像草地举行「死伤者及义士祈祷会」，最后到校内篮球场参加「愿荣光报佳音之和你嗌」活动。,,,九龙半岛,观塘区,观塘玛利诺书院,114.127697,22.349421,40,示威暴动者
2019-12-12 01:09:00,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1212/389228.html,2019-12-27 16:34:39,向_站大堂__扶手_梯及一_商_投_汽油_，_意破_大堂的售票_及八_通增值_等_施。,2,,九龙半岛,观塘区,牛头角地铁站,114.168228,22.32174,0,示威暴动者
2019-11-12 19:00:12,2019.12.27,,,http://www.takungpao.com/news/232109/2019/1113/373396.html,2019-12-27 16:34:39,夜晚约七时，在沙田富豪花园对出，暴徒围攻“落单”的警方冲锋车。警察寡不敌众只好弃车逃生。 数十名暴徒随即一拥而上，不断以竹枝和石头打砸该辆警车，甚至爬上车顶疯狂破坏，车窗及车门均被严重砸毁。其后暴徒更以汽油弹掷向冲锋车，随即冒起大火，更传出至少两三下爆炸声。暂未知车上的装备有否遗失，约十分钟后，消防员到场把火救熄，惟整辆冲锋车已被烧至只剩车架。,4,,新界,沙田区,香港特别行政区沙田区富豪花园(第五十一座西北)富豪花园,114.259359,22.303023,0,示威暴动者
2019-11-12 23:00:43,2019.12.27,,,http://www.takungpao.com/news/232109/2019/1113/373396.html,2019-12-27 16:34:39,至晚上约十一时，暴徒在铜锣湾怡和街广安大厦一间商铺纵火，火势一发不可收拾，危及广安大厦住户，大批居民从睡梦中惊醒仓皇逃生。 交通公具亦不能幸免，港铁东铁线多个露天路段的路轨范围，被投掷杂物。在大学站，有暴徒把杂物挂在架空电缆，严重威胁行车安全。沙田往红_方向行驶中的列车更撞到一架单车以致无法开动。红_站、大水坑站等路轨被投掷汽油弹，列车服务被迫暂停。旺角亚皆老街多辆九巴遭刑毁。,4,,香港岛,湾仔区,香港特别行政区湾仔区广安大厦,114.189937,22.277137,0,示威暴动者
2019-11-19 21:00:36,2019.12.27,,,https://www.inmediahk.net/node/1068772,2019-12-27 16:34:39,"晚上在香港大球_上演2022年世界_外__，香港主_迎_柬埔寨，_著夏志明及_拔_各入一球取得_仗。在反送中__持_下，球迷在_前高叫「光_香港，_代革命」、「五大_求，缺一不可」和「Fight for freedom, stand with Hong Kong」。在播放中_人民共和__歌《_勇__行曲》_，球迷背_球_，高_「查警暴，止警_」的__，更_出__和_唱《__光_香港》遮__歌。",1,,香港岛,湾仔区,香港特别行政区湾仔区香港大球场,114.240507,22.27895,0,示威暴动者
2019-12-25 17:32:53,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1225/396331.html,2019-12-27 16:34:39,因为平安夜多区出现非法集结及堵路纵火、破坏店铺、袭击警察等事，多位政要在接受采访时表示平安夜本是应该祥净平和的节日，但却因为暴力行为破坏了气氛，令市民慌心恐恐，对此严厉谴责暴徒的行为。,,,新界,沙田区,多个地区,,,0,政府官员
2019-11-19 15:44:50,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1120/376953.html,2019-12-27 16:34:39,香港公___武周日前_起反政府集_後，_位不降反升，民___「政中香港人」30多名成_昨日（19日）到上_海港政府大__工_集_抗_，_烈要求_工____升制度，_立即_除_武周。,1,,香港岛,中西区,香港特别行政区中西区海港政府大楼,114.181661,22.273875,30,市民
2019-12-15 13:00:00,2019.12.27,,,https://orientaldaily.on.cc/cnt/news/20191216/00176_014.html,2019-12-27 16:34:39,大量爱港市民聚集添马公园，曾受“私了”的市民现身说法，控诉暴徒行径，支持香港警察，集会者大多为中年人,1,,香港岛,中西区,香港特别行政区中西区添美道2号香港特别行政区政府总部,114.171203,22.277468,12000,市民
2019-12-30 17:07:08,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1230/398100.html,2019-12-27 16:34:39,香港警方发布了一条视频，在视频中警官邓炳强强调对过去半年内暴动感到唏嘘，年轻人被他人利用以达成自己的目的；而且不断有假新闻和假消息来煽动和挑拨警民之间的关系，呼吁市民不要再包庇纵容暴力和不要犯罪了,,,香港岛,中西区,香港警方总部大楼,114.11884,22.368505,0,警方
2019-12-24 16:23:30,2019.12.27,,,https://orientaldaily.on.cc/cnt/news/20191224/mobile/odn-20191224-1224_00176_013.html,2019-12-27 16:34:39,警方在上周五大埔截查无业青年时，青年涉嫌开枪射击警察，但是没中，当场被制服，怀疑他和12月8号的民阵游行前夕袭击警察的枪手有关；,4,,香港岛,中西区,香港特别行政区中西区遮打道历山大厦,114.163364,22.279065,0,示威暴动者
2019-11-14 14:55:38,2019.12.27,,,http://www.takungpao.com.hk/hongkong/video/2019/1115/374561.html,2019-12-27 16:34:39,_百市民昨日(14日)走上街_，呼_全港民_支持特_政府_力止暴制_，支持警察_正_法，共同守_香港。 _百位市民手持「_家_港守_香港」「政府_心__反正」「司法公正依法治_」「要求特首止暴制_保_市民」等__，他_一路走，一路高喊「阿sir加油」「支持警察__暴徒」等口_，沿途不_有民_和商家向他__起大拇指_加入其中。,,,新界,元朗区,香港特别行政区元朗区丰裕轩,114.035832,22.441461,0,市民
2019-12-27 16:59:52,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1227/397085.html,2019-12-27 16:34:39,香港警方召开记者会，表明社会上的一部分人因为网络上的假消息，对警方产生了恐慌情绪，不会随意殴打他人，并且拿出了证据并呼吁社会回归理性，不要上当受骗。,,,香港岛,中西区,香港特别行政区中西区军器厂街1号中南大厦,114.1734,22.275893,0,警方
2019-11-14 06:45:13,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1114/374148.html,2019-12-27 16:34:39,香港警方今日（14日）表示，早上有暴徒三度在尖沙咀柯士甸道_漆咸道南交界，向警_射箭，_有警_受_。警方__6支箭，_列_警案_理，__未有人被捕。 警方表示，上午6_45分有人由香港理工大_方向，向_名巡_的警_射箭，行_足以致命；之後暴徒在附近投_花盆，警方施放催__，其_暴徒再次射箭。警方又_，暴徒在近早上9_第3_射箭。,4,,九龙半岛,油尖旺区,香港特别行政区油尖旺区香港理工大学,114.121894,22.367397,0,示威暴动者
2019-11-12 19:00:48,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1113/373750.html https://hk.appledaily.com/local/20191113/YIKN6BOWON4VKPRCTHL2XWKWPU/ http://www.takungpao.com/news/232109/2019/1113/373396.html,2019-12-27 16:34:39,"12日下午，‘’又一城""商_已宣布提早_束____，晚上7__，仍有10多名黑衣人打爆玻璃_，_入商_大肆破_，_向巨型___投_汽油造成大火，令商____密_；亦有示威者扑_商__的部份扶手_梯及玻璃__。消防_其後到___火_。晚上11__，大批防暴警抵_又一城外_射催__，__入商__巡_，但只停留一_未有任何__就_去。警___後，再有示威者__又一城，破_商__的_施。",4,,九龙半岛,深水_区,香港特别行政区深水_区又一城又一城商业大楼,114.061173,22.362781,0,示威暴动者
2020-11-26 20:40:30,2019.12.27,,,http://www.takungpao.com.hk/hongkong/text/2019/1227/397078.html,2019-12-27 16:34:39,大专生麦卓宏于26号晚上在天桥上无合法辩解损坏行人天桥地面，后被警方提起诉讼，本人及家长想要以罚款处理，但裁判官不同意，并将案件押至2020年1月17号处理。期间批准获得保释，但必须遵守宵禁令。,2,,九龙半岛,九龙城区,香港特别行政区九龙城区何文田(地铁站),114.187772,22.306566,0,示威暴动者
2019-11-14 12:00:55,2019.12.27,,,https://www.thinkhk.com/article/2019-11/14/37639.html,2019-12-27 16:34:39,大批示威者中午午___在_打街及德_道中的_路聚集，期_有不同政_人士_生_突。 下午2__，中_一名_衣中年男子，疑_在_人士_生_突，期_被多名示威者包_，_方_生_突，男子遭多人__，旁_有人__阻_拍_。之後有人_他_入一__行_避，多人站在_行外，___即_上玻璃_，__警_理，有__急救_入__他治理，大批防暴_分_後到___，水炮_在附近戒_。,2,,香港岛,中西区,香港特别行政区中西区毕打街遮打大厦,114.218603,22.399763,0,示威暴动者
2019-11-11 18:00:23,2019.12.27,,,http://www.fishboox.com/news/hyxw/316.html,2019-12-27 16:34:39,“七区行街”举动 在港岛东区邃古城中心，（11日）黄昏6时有逾200名黑衣魔集合在商场及筑起人链，其间商场内一餐厅被人大举损坏，防暴警员后进入邃古城中心逮捕至少两人。 在防暴警脱离商场不久，邃古城中心外发作严峻血案，至少5人受伤送院，其间两人危殆。 至今天（12日）清晨，仍有大批黑衣魔在屯门和大埔“快闪”堵路，警方则不断铲除路障。,4,,香港岛,东区,香港特别行政区东区太古城中心,114.163825,22.276284,200,示威暴动者
2019-12-11 10:28:29,2019.12.27,,,https://orientaldaily.on.cc/cnt/news/20191212/mobile/odn-20191212-1212_00176_011.html,2019-12-27 16:34:39,香港爱国爱港组织“爱港之声”前往特首办公室要求惩治暴徒，拨乱反正,0,,香港岛,中西区,香港特区特首办公室,114.163825,22.276284,40,市民
2019-12-31 11:31:46,2020.01.01元旦游行,,,https://orientaldaily.on.cc/cnt/news/20191231/00174_001.html,2020-01-01 10:56:39,全港__黑暴_港半年未止，_民今晚__除夕倒_示威，_必爆_跨年「_修」混_！_上_即流_「毋忘_仇，全城_修」改_，黑暴_力__再次_劫。民_要求警方起步前有任何特_情_，先通知民__理；警方反指_集_及_行不再安全_有可能有需要解散活_。有_注__指大_行演_成大混_早有前科，_以理解警方_何批出相_不反_通知_，直指暴力_突不_止在跨年爆_，甚至蔓延至__新年，_心香港就此玩完！,,,香港岛,湾仔区,铜锣湾维园到中环遮大道,114.189409,22.278213,0,示威暴动者
2019-12-25 10:59:10,2020.01.01元旦游行,,,https://orientaldaily.on.cc/cnt/news/20191225/mobile/odn-20191225-1225_00176_014.html,2020-01-01 10:56:39,民间人权阵线在社交网站上指其副召唤人陈浩柜就举办元旦游行向警方申请不反对通知书。警方回复称接到申请，正在考虑是否发出同意。,,,香港岛,中西区,香港特别行政区中西区军器厂街1号中南大厦,114.1734,22.275893,0,示威暴动者
2019-12-31 16:37:33,2020.01.01元旦游行,,,https://hk.appledaily.com/local/20191231/VOSWTBYQAKAIHRWBXWK5LQU27M/,2020-01-01 10:56:39,岑子杰呼_警方明日不要恐_及挑__行人士。 民__行_於明日下午2_由__中央草坪出_，_行至遮打道行人_用_，由新上任的民主派___拉__，如人__多_提早起步。民_已向警方表示，如果起步前有任何特_情_，_先通知民__理，而非像12月8日的_行，未起步便__黑旗,,,香港岛,湾仔区,维园中央草坪至中环遮打道,113.945938,22.283216,0,示威暴动者
2019-09-21 13:00:00,2019.09.21光复屯门公园,,游行最后演变为警民冲突,https://thestandnews.com/politics（好像已经失效）,2020-04-03 13:04:12,下午1时，港铁于因应游行关闭屯门站。1时许，警方于屯门巴士总站外截查并拘捕一名黑衣青年，称其改装遮柄成尖物，涉嫌藏有攻击性武器。,2,维基百科,新界,屯门区,香港屯_屯__事_路,113.979707,22.39125,0,警方
2019-09-21 16:30:21,2019.09.21光复屯门公园,,游行最后演变为警民冲突,https://www.hk01.com,2020-04-03 13:04:12,约4时半，有示威者掘砖和于轻铁路轨收集石块，又破坏轻铁站设施和设置路障。防暴警察再次举起黑旗警告，并在屯汇街推进。,3,维基百科,新界,屯门区,屯汇街,114.178816,22.292234,0,示威暴动者
2019-09-21 17:00:50,2019.09.21光复屯门公园,,游行最后演变为警民冲突,香港01,2020-04-03 13:04:12,约5时，防暴警察进一步推进，示威者投掷砖头和燃烧弹，警方施放数枚催泪弹和橡胶子弹。期间有一名警员制服一名示威者，被多名示威者包围和袭击，有人怀疑企图抢去警员佩枪。,3,维基百科,新界,屯门区,屯汇街,113.980481,22.38894,0,示威暴动者
2019-09-21 15:00:16,2019.09.21光复屯门公园,,游行最后演变为警民冲突,https://news.mingpao.com,2020-04-03 13:04:12,3时，游行队伍起步，并叫喊“光复屯门，刻不容缓”、“小心禽流感，勿摸活家禽”等口号。由于游行人士众多，有人走出马路，未有遵照不反对通知书规定。,1,维基百科,新界,屯门区,香港屯_屯__事_路,113.979707,22.39125,0,示威暴动者
2019-09-21 18:00:53,2019.09.21光复屯门公园,,游行最后演变为警民冲突,明报,2020-04-03 13:04:12,近6时，港铁因应警方要求，停止屯门区内轻铁和港铁巴士服务。有示威者于置乐花园附近设置路障和焚烧杂物，亦有市民指骂防暴警察，要求他们离开,3,维基百科,新界,屯门区,置乐花园,114.216851,22.282416,0,示威暴动者
2019-09-21 15:31:24,2019.09.21光复屯门公园,,游行最后演变为警民冲突,https://www.hk01.com,2020-04-03 13:04:12,约3时半，游行队伍经过屯门站，有防暴警察持盾戒备。有人走出杯渡路马路，警方举起黑旗警告会施放催泪烟。相若时间，有示威者于屯门大会堂外焚烧中华人民共和国国旗。同时，有示威者于屯门站外聚集，有人以激光笔照向警员，警方施放胡椒喷剂和发射海绵弹驱散，示威者以灭火筒还击。,3,维基百科,新界,屯门区,港铁屯门站,114.174508,22.243153,0,示威暴动者
2019-11-06 12:30:00,2019.11.4学生搞事,周梓_,,https://www.hk01.com/%E7%A4%BE%E6%9C%83%E6%96%B0%E8%81%9E/395061 https://www.epochtimes.com/gb/19/11/6/n11637041.htm,2020-04-04 21:22:22,香港大学学生会及守护港大联署关注组中午发起校内游行，声援受伤的两位同学，分别是在将军澳堕楼受伤的香港科技大学学生和被催泪弹击中受伤的树仁大学学生，并向政府及警方表明港大人的抗争意志,1,,香港岛,中西区,香港大学,114.163825,22.276284,500,示威暴动者
2019-11-05 19:30:00,2019.11.4学生搞事,周梓_,,https://www.dwnews.com/%E9%A6%99%E6%B8%AF/60155740 https://hk.epochtimes.com/news/2019-11-07/78711624,2020-04-04 21:22:22,示威者戴“V煞”面具，唱《__光_香港》及高呼「光_香港」等口_。在弥敦道设下路障，巴士无法行驶。金马伦道的“红_冰室”遭激进示威者破坏，餐厅多面玻璃被打破。在金马伦道的优品360分店，也遭激进示威者破坏，货架散落一地。23时左右，将军澳广明苑现场，激进示威者掘起路上砖头，与停车场的警方对峙。6日凌晨，有激进示威者向警方投掷汽油弹，另有激进示威者焚烧路障，一度引起大火。,4,,九龙半岛,油尖旺区,香港特别行政区油尖旺区市政局百周年纪念花园,114.181059,22.295603,500,示威暴动者
2019-11-05 12:00:00,2019.11.4学生搞事,周梓_,,https://www.hk01.com/%E7%A4%BE%E6%9C%83%E6%96%B0%E8%81%9E/394551/ https://www.aboluowang.com/2019/1106/1365177.html https://www.ntdtv.com/b5/2019/11/05/a102700733.html,2020-04-04 21:22:22,有部分学生在树仁大学图书馆发起集会，声援被警方催泪弹炸伤背部受伤的同学，要求校方立刻谴责警方暴力，并与学生直接对话。,1,,香港岛,东区,树仁大学,114.192214,22.379545,150,示威暴动者
2019-11-04 06:00:00,2019.11.4学生搞事,周梓_,,http://www.takungpao.com/news/232109/2019/1105/369535.html https://eunited.com.my/304022/,2020-04-04 21:22:22,近百名学生在科大赛马会大堂前聚集，为受伤学生打气及祈祷。科大校长史维活动后被现场黑衣学生包围，不少人蒙面，还有人戴着“V煞”面具，要求史维表态谴责警方阻碍救护车救人，并落实与学生公开对话。包围他逾五小时不让他离开，至深夜近11时，混乱中有两名女学生高呼被现场一名教员非礼，学生再就非礼事件图逼校长即场把涉事教员停职，不让校长离开,2,,新界,西贡区,香港特别行政区西贡区香港科技大学,114.269492,22.333564,500,示威暴动者
2019-11-05 08:00:00,2019.11.4学生搞事,周梓_,,https://www.hk01.com/%E7%A4%BE%E6%9C%83%E6%96%B0%E8%81%9E/394518,2020-04-04 21:22:22,有香港理工大学酒店及旅游业管理学院毕业生在毕业典礼前发起校园快闪行动，一批学生戴上“V煞”面具在校内李嘉诚楼附近的“百步梯”集会及叫口号，抗议校长滕锦光早前在毕业礼拒与戴口罩上台的学生握手。,1,,九龙半岛,油尖旺区,香港理工大学,114.184961,22.302117,60,示威暴动者
2019-11-05 19:30:00,2019.11.4学生搞事,周梓_,,https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20191105/s00001/1572938202115/,2020-04-04 21:22:22,英__院有_生_起一同戴上「V煞」面具在校_外_坐，附近_校的_生亦有__。「英__院反修例___注_」代表王同_表示，他_早上7_半_始行_，在校_外_坐至8___，回校上_，_注___的150_「V煞」面具全_派_。,,,九龙半岛,深水_区,英华书院,114.168228,22.32174,150,示威暴动者
2019-11-05 09:00:00,2019.11.4学生搞事,周梓_,,https://www2.hkej.com/instantnews/current/article/2295169/ https://www.hk01.com/%E7%A4%BE%E6%9C%83%E6%96%B0%E8%81%9E/394581 https://news.now.com/home/local/player?newsId=368805,2020-04-04 21:22:22,部分香港浸会大学学生在校内举行集会，声援被捕的学生记者，逾七十名学生响应学生会号召参与集会，他们批评警方无理拘捕在太古城中心采访期间的学生记者，要求校方谴责警方打压新闻自由。,1,,九龙半岛,观塘区,香港浸会大学,113.98568,22.384157,70,示威暴动者
2020-05-01 22:38:46,5.1警方戒备,,,https://translate.google.com.hk/translate?hl=zh-CN&sl=zh-TW&u=https://www.cna.com.tw/news/acn/202005010160.aspx&prev=search,2020-05-01 22:37:10,香港「反送中」运动支持者近日在网上呼吁「五一」劳动节发起「天马行动」和「重光行动」等快闪示威，但截至今天(1日)下午3时，本地各区秩序平和，警方则高度戒备。,,https://translate.google.com.hk/translate?hl=zh-CN&sl=zh-TW&u=https://www.cna.com.tw/news/acn/202005010160.aspx&prev=search,香港岛,湾仔区,香港特别行政区湾仔区怡安大厦,114.189311,22.278299,0,警方
2020-05-01 22:46:57,5.1沙田新城市广场暴动,,,https://translate.google.com.hk/translate?hl=zh-CN&sl=zh-TW&u=https://news.cts.com.tw/cts/international/202005/202005021999105.html&prev=search,2020-05-01 22:42:52,大批民众在五一劳动节当天，聚集在沙田新城市广场，举行「和你唱」活动，引来防暴警察进入商场，拉起封锁线，甚至施放胡椒喷剂来驱散群众，场面一度火爆。 沙田新城市广场，昨日聚集大批民众，举行「和你唱」活动，结果防暴警察也跟着来，在多个楼层拉起封锁线，要市民赶快离开，甚至对部分人士发出「限聚令」的检控传票。警方一度举枪，场面再次火爆，而多个工会也上街游行。,2,https://translate.google.com.hk/translate?hl=zh-CN&sl=zh-TW&u=https://news.cts.com.tw/cts/international/202005/202005021999105.html&prev=search,新界,沙田区,香港特别行政区沙田区新城市广场,114.193653,22.378913,0,示威暴动者
2020-05-04 16:41:07,香港修例风波被捕者首次承认犯暴动罪,,,http://www.xinhuanet.com/gangao/2020-05/04/c_1125941837.htm,2020-05-04 16:31:58,一名去年因参与非法集结被捕的香港男子4日在法庭上承认干犯暴动罪，为修例风波中首名承认该罪名的被捕者。法庭将于本月15日宣判。 在4日上午于香港区域法院举行的庭审中，21岁的被告冼嘉豪被控于2019年6月12日在香港岛立法会综合大楼外，连同多名身份不明的人参与暴动。他供认，当日向警方防线投掷头盔、锥形交通路标和雨伞等杂物，并在大部分示威者离开后，仍然留在现场向警方投掷杂物。,,,香港岛,湾仔区,香港特别行政区湾仔区港湾道12号湾仔政府大楼,114.1774,22.277617,1,示威暴动者
2020-05-08 00:30:00,5月待定,,,https://hk.epochtimes.com/news/2020-05-08/56033362 https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200508/s00001/1588902352499/,2020-05-06 00:00:00,8日凌晨约0时30分至1时，有约20人到乐富广场来往横头__的天桥上“清理”连侬墙。其后被街坊发现并喝止，双方引起冲突，清理连侬墙的人疑召唤数十人增缓。其间，一名男子疑抢去并掷毁一名20岁女子的手机，其后逃去。三名黄大仙区议员质疑警方有意图“放生”施袭者，更称这是元朗袭击事件的翻版。,2,,九龙半岛,黄大仙区,香港特别行政区黄大仙区恒生银行(乐富中心分行)乐富中心,114.192752,22.334667,20,示威暴动者
2020-06-10 16:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.on.cc/hk/bkn/cnt/news/20200513/bkn-20200513194432976-0513_00822_001.html https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200510/s00001/1589109810707/,2020-05-06 18:00:00,下午4时许，过百人在MOKO 新世纪广场中庭高叫口号后，防暴警员前往商场的天桥入口戒备。不足半小时，一批防暴警员冲入商埸多个楼层，现场一片混乱。,3,维基,九龙半岛,油尖旺区,香港特别行政区油尖旺区新世纪广场,114.177432,22.31985,100,示威暴动者
2020-05-10 15:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.on.cc/hk/bkn/cnt/news/20200513/bkn-20200513194432976-0513_00822_001.html https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200510/s00001/1589109810707/,2020-05-06 18:00:00,在太古城中心，有近50名市民在一期中庭参与“和你唱”。到下午3时，东区指挥官韦志达联同约50名军装警员，从5楼英皇道入口进入商场，并用胶带拉起封锁线，阻止市民进入商场4楼。,1,维基,香港岛,东区,香港特别行政区东区太古城中心,114.222364,22.283041,50,示威暴动者
2020-05-10 15:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.on.cc/hk/bkn/cnt/news/20200513/bkn-20200513194432976-0513_00822_001.html https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200510/s00001/1589109810707/,2020-05-06 18:00:00,下午3时，有近50人于新城市广场中庭近围字段置聚集。到20分钟后，防暴警察进入商场4至6楼，并在场内拉起封锁线，并截查数人，半小时后，警员陆续撤出商场，人群之后唱《愿荣光归香港》以及叫喊口号，至傍晚逐渐散去。,1,维基,新界,沙田区,香港特别行政区沙田区新城市广场,114.193653,22.378913,50,示威暴动者
2020-05-10 19:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://zh.wikipedia.org/wiki/2020%E5%B9%B4%E6%AF%8D%E8%A6%AA%E7%AF%80%E9%A6%99%E6%B8%AF%E7%A4%BA%E5%A8%81#___￥__,2020-05-06 18:00:00,晚上7时左右，有示威者转往西洋菜南街及豉油街一带聚集，防暴警随后到场驱赶示威者，并朝在场记者施放胡椒喷雾。晚上8时，警方多次举起蓝旗，并一度冲出封锁线驱散在场人士。至晚上9时许，示威者继续在西洋菜南街及山东街一带聚集，有人将垃圾桶搬出马路并将之焚烧。,4,维基,九龙半岛,油尖旺区,香港特别行政区油尖旺区昌记大厦,114.175588,22.314132,0,示威暴动者
2020-05-10 23:59:59,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://zh.wikipedia.org/wiki/2020%E5%B9%B4%E6%AF%8D%E8%A6%AA%E7%AF%80%E9%A6%99%E6%B8%AF%E7%A4%BA%E5%A8%81#___￥__,2020-05-06 18:00:00,凌晨时分，警方仍于旺角一带进行截查行动，并拘捕近百人。期间，警方进入洗衣街公园公厕搜查。凌晨1时许，有人从女厕被带走，送上救护车，警方拉起封锁线，记者只能够在数十米外拍摄。,2,维基,九龙半岛,油尖旺区,香港特别行政区油尖旺区洗衣街花园,114.176818,22.314487,0,警方
2020-05-10 23:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://zh.wikipedia.org/wiki/2020%E5%B9%B4%E6%AF%8D%E8%A6%AA%E7%AF%80%E9%A6%99%E6%B8%AF%E7%A4%BA%E5%A8%81#___￥__,2020-05-06 18:00:00,晚上11时，约50人于山东街及西洋菜南街交界被防暴警员包围截查，当中包括记者及市民，警方一度向被包围的记者喷射大量胡椒喷剂，多名记者被胡椒喷剂喷中；并要求在场记者跪于地上而进行搜身，有警员更要求记者关掉直播，逾1小时后记者始获放行。,2,维基,九龙半岛,油尖旺区,香港特别行政区油尖旺区琼华中心,114.174867,22.315036,50,警方
2020-05-10 18:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.on.cc/hk/bkn/cnt/news/20200513/bkn-20200513194432976-0513_00822_001.html https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200510/s00001/1589109810707/,2020-05-06 18:00:00,晚上6时许，YOHO MALL 形点中庭有约数十人聚集，并高叫口号。其后有防暴警员进场，在商场各处设置封锁线，要求在场市民离开。,1,维基,新界,元朗区,香港特别行政区元朗区朗日路8-9号YOHO MIDTOWN,114.041956,22.440211,50,示威暴动者
